user_id,question_id,question,theme
u-0kQXcIcmek-jWG6e2BGsn,q-l8vIzmVMpz-SJqOxM9qqd,"How are residents in the Mount Hope section of the city going to be served by fast, rapid transit?  ",Access
u-dZE6HbOgud-OXcN37CeDV,q-LG7K2z9nF6-KfYnLeFQz2,The longwood medical area is a critical access point and entry portal to the city as well as a critical destination. Will the city invest in transportation infrastructure in the longwood medical area?,Access
u-wmmLyhUxXb-HiMqLetIyl,q-USjeKBXL46-7fqpVxCS9i,How can we make bus priority lanes so that more people want to use public transit?,Access
u-STd4IJBwbE-iaVXERsV0t,q-70gLc5kjCl-SJ3TISPM7e,What can the city do to ensure at sidewalks in front of stores are clear for pedestrians?,Experiential Quality
u-6fuerTZeWU-rwlYRkxV8a,q-fizTidpiW0-KrNenLN5sd,What is your plan to make public transportation a more attractive alternative to driving?,Sustainability-Climate
u-rvvMLLDG4H-pfblg9hvaK,q-cz25WoLtPL-OFqMUeTwxG,What if there was a way to neutralize smells on the train?,Experiential Quality
u-sejhi0mQA9-uGfhZvwLlk,q-cJhAnpiig7-A1X0wO7cx7,How can you make it so I can walk from East Boston to Downtown?,Access
u-GWFNuSvhmd-1pKcbNnA3K,q-XL6BA2sOFE-GzSpODtIYW,"When will the MBTA add Pedal and Park bike storage lockers at stations near trails, such as Fairmount and Mattapan?",Access
u-Rj5zgGnZCy-lfdAlCz2eI,q-6oDsUcg3ly-cEI2kMRkxV,"How can Boston engage its citizens as owners, not merely users, of their public transit?  What would a transit-system aimed at cultivating a case of community as owners/investors look like?",Governance and Decision-Making
u-tACPKyOUcD-QzmLRbhbXE,q-BFgYdYtuyN-3UAK6hKSMR,When will Hubway be available throughout all season in Boston??,Access
u-NHDXmmYycf-B9OExuIxWp,q-xyV4CKW9Wt-VMToFltoXT,"Why can't somebody look at a map and designate routes that tie the city together.  Why can't we then have a well defined network that brings people from neighborhood roads, to secondary routes within neighborhoods to primary routes through the city?  How about then systematically designating, improving, and doing winter maintenance on those routes?  Boston is so tiny and compact, it can and should be connected up.  It isn't rocket science - just geography and political will.",Access
u-VatGBVRTgx-zGYURJybb1,q-OYdz9nYEqJ-jGbRP4UhVx,Will there be wifi on all transportation?,Innovation-Technology
u-amJFF0NR1J-B5zihOIzd8,q-U08Vhsr9nS-Zz89k1RKxk,Will the Old Northern Avenue Bridge be a pedestrian bridge?,Access
u-AtRuTij8Vb-Vlmd5Me7Va,q-0cPjXwqjCk-ZtpXrl27sw,Why do we allow a river of steel (4 to 6 lanes of cars) separate Downtown from the Harbor? Why do pedestrians have to wait and wait for the river of steel to pass?,Access
u-koewu9vC0l-6dUKTOUXC4,q-3Kr4T2jQts-HvgNubwQBA,Why isn't there a pedestrian bridge in Sullivan Sq. from Charlestown to Sullivan Square Orange Line stop?,Access
u-zdVzwLe7RI-S2gX1wOJbQ,q-4emizbZsQZ-7XuDfUpScB,Can we have solar powered street cars?,Sustainability-Climate
u-FG9pVk1RKm-hnxF9Fw9WN,q-Hr2XsxxGjT-4MXEtZ39wA,Will there be dedicated bike lanes so bikes don't have to go on sidewalks?,Access
u-vHe5d5hv80-uc7qpvwdDO,q-1WELKPUOVr-6MdqwGZzFH,"As our city grows, what plans are in place to connect public transit service in and out of all the communities?",Access
u-qJqgd5JBl9-DPUY1eoDq3,q-vIsLTTYSWm-4fcQoZqeUp,Will they let little kids drive cars?,Governance and Decision-Making
u-ABH0LGCbG7-PSAXRqXeJ0,q-B63EvGjz6S-HnjZu27Nmo,When will time schedules get updated more frequently?,Reliability
u-VkcdD8FWwk-jvA3XGvpjv,q-4rTZ1XLr80-FwNq8VznZ6,When will transportation become more cool? In the future will we have more solar power cars?,Innovation-Technology
u-v108kLUiAL-ED1IaqkkAG,q-OuIHEofq5j-ea8I6WDRM0,"How can we increase bicycle ridership, safety, and infrastructure? ",Safety
u-rKYOe0RaSR-bxyqvTR0Cl,q-05g4lcOHxm-HKDXVNx2VN,How will Boston cope with faster transportation?,Reliability
u-4SBkW8NlNe-nwG2fHbQXz,q-ak4xxitMfM-2NiE6ehnGl,Why isn't there a more holistic transit approach?,Access
u-1w20cX4GPf-rBmxeUMVFZ,q-z8AyWzlbUI-56y0KBHKVJ,Will there be more access to the T in other areas?,Access
u-DOXFlMFgZ1-KR82oPda2E,q-B1cHDE60Fq-6hr8ta2Akb,Will all streets be cleared of snow and not just a select few that are being paid by the city?,Resiliency
u-RsxY5lo2OZ-WMB8TlIH3n,q-uRf2hrQuRB-9ZWF8jImg2,How will the MBTA train and especially the subway system be more accessible and user friendly for seniors and people with disabilities?,Access
u-Nm3cOuWzhS-UaBOYP2GlL,q-Zh7PASxczY-4ZAByKEv5J,Will there be new train stations and will prices increase?,Affordability
u-FNQGQKyfWJ-1MB8fQJADA,q-omLoutEvMy-dh3e1NP3MC,Are you considering being equitable to different communities to ensure everyone has access to all modes of transportation?,Equity
u-xGg3COyL3G-bdebx7gxf9,q-Gi5mr2iQV7-XHsr7Xt71x,"Could you build new bus stops and stations, with seats, air conditioning, cameras, etc.?  ",Experiential Quality
u-mqJ5z7Pp9D-UcOxdCx3Ko,q-KE9YxtXYeH-gJYBqF0Xnp,Can we get rid of all parking spaces because there is no need?,Governance and Decision-Making
u-T5Ps4zuBWh-HpqM7Ld6iD,q-U1XsDTMOJ4-S7Zjc8u2cm,Why are the buses so small?,Reliability
u-vcIz02sjoN-ZJGDaZ8M0Y,q-9RpdiollyO-USxL8IjhMl,Will Boston ever have a circle line?,Access
u-EQlyXnbG7p-dGchSEwTaT,q-yznvUb14PP-FPyiVfUWwN,@GoBoston2030  _ Huge Snow Banks Threaten Driver Awareness..._How can we keep people safer around massive snow cleanup seasons? #Pedestrian,Safety
u-Q6jZqTlqJb-riEdzheKd2,q-pKHwpX5KRR-Vnzr6rog0g,How can we make make living and traveling healthier for all?,Sustainability-Climate
u-RAAa20RjTA-COU5kcmDWY,q-9mZh66X4mU-jot1CuRT5K,Why do the prices keep going up?,Affordability
u-75TUDWv4Ex-7KPLfen5LM,q-aM5E6quAhx-Bsaz2EjHYS,Will police remove cones and plastic furniture that people use to reserve street parking in the North End?,Governance and Decision-Making
u-unu4AAKpxx-PmiCag0KfI,q-OLuVqUwckQ-3eCF8h4mRQ,How about airline cable cars?,Innovation-Technology
u-2I9O3zUu8j-HFDnUUrIML,q-AUhLduvFpV-VhgtoSksiC,Can Boston help me connect with different cultures across and within its boundaries?,Experiential Quality
u-mCrHE3cHLM-TXV28693kL,q-khmZn5aXId-kFb2oMO9Pt,What if everyone had a bicycle to get around?,Access
u-Hwon0nlGWy-Ty6LtMK1Su,q-boskFgGMDt-RxovsYxqV5,What are you doing to incentivize year-round cycling (rather than plowing snow into the bike lanes)?,Access
u-9Nu2lspZjR-C821tc5bNQ,q-4jbvoEkjs7-44j0astIpS,"How come if a driver seriously injures or kills a pedestrian or biker who had the right of way, they rarely if ever face any consequences unless they did it on purpose or were drunk? Why can't we prosecute careless/inattentive drivers who kill?",Safety
u-Vuv0ZEDPl5-AspUJxcQAa,q-oGe1K2gj2R-jTW3LzurF3,"We need to improve bus service so that it is more frequent, in particular on this line. How do we do it?",Reliability
u-8YNtTV2tpz-T6UnRXbZW3,q-qx7AxVV5HQ-zRF90uBGeg,Why does the T keep increasing rates yet the trains keep breaking down more often?,Affordability
u-GGv1m2tUk1-vEogfn4ETw,q-9Q4nlDOzu0-6XwqEQmnYm,Why is our current train infrastructure so terrible?,Reliability
u-NEPN46OU0b-O92jKGg23d,q-Fu6pdnMIRA-nrxy4Ub53q,"Will the T be accessible for all people, no matter the income?",Access
u-JnJihkA19L-vx0V2Uvvnw,q-JX5qL738S1-8AJP9RMQuA,Will the T extend its service to Lynn?,Access
u-kw8P86RPNH-etiIsJjuIz,q-M4OChpWq03-08YrWymLWd,When will the T be able to expand to easily service the entire Boston region like other major cities,Access
u-tA6pJLnyQF-VmgaaMmd2H,q-1IICY3EZEo-93CUJt14ZO,Will there be wifi and TVs on buses and trains?,Experiential Quality
u-74vr8MMELA-Wl2FMQItuz,q-tsiU765GdS-LYfOoiiIOl,Will we be able to bike safely with our kids to everywhere we need to go?,Access
u-183Kf4mWhq-XnW1XciBZB,q-6EpmcN3Xt1-aytCgpe8c6,Will the bridges be safe?,Safety
u-YKy3sBvXeT-QHolVQQMR8,q-WC3Df11s9z-76bxsOQzSM,Can I ride on a mammoth to school?,Miscellaneous
u-F5u8Bw0nrA-durTk5FpZ4,q-ZOXYwCiqmV-NUyicxktKF,"Why does the City allow Traffic Lights to be ""Green"" and Pedestrian lights to be ""Walk"" at the same time? Isn't that dangerous?",Safety
u-3r3uOp8W4T-PyxN7O8vYx,q-Xpze4iK0Ri-e2wBQY092O," Why do we allow eating of food on subways and trains?  I've been to other cities that prohibit food and their trains are cleaner.  It would save on cleaning costs, too.  ",Experiential Quality
u-i19Z9qYEIH-puxQmLyz2E,q-304pVZLg5K-nEL3aPsfCy,How about investing more in drones?  This will result in reduction of the need for transportation only for physical delivery of goods or produce.,Innovation-Technology
u-8PLgNFiF6c-JA4GAAHcsD,q-d4aYGQAJZz-7H9wrPvUod,Why don't they let birds on the bus?,Governance and Decision-Making
u-8vG0WH5f7z-xOEpOGJfLQ,q-1K0VqFcA4i-EVC4n7WIRV,Why can't I ride my bike on Castle Island?,Access
u-AYJgXHZjeZ-QjhD9I3coW,q-Y68qUtyhnl-5UQkioO5ba,How will the public transportation accommodate safe and accesible travel needs for families?,Access
u-rj7pYPis5o-vDZmpXWVFN,q-3ugQt1oc8e-KGRI6aj3EX,When will there be train cars that accommodate bicycles?,Access
u-xGg3COyL3G-bdebx7gxf9,q-Z1gBC4UU3N-NCIirpE2kt,How do we cope better when it snows?,Experiential Quality
u-OkOoE0y5DO-oUUS4FjFuy,q-q2MdIuMNSk-NTxLI9ZPG9,When will you look into a newer rail system?,Innovation-Technology
u-6hUrZ9Cy9h-0xrXLjjX3U,q-4z50lTfHyF-O2z8sF3I2p,Why are there not more police in the streets?,Safety
u-SDzN0r0avJ-5Bbpjnr7zo,q-lAJ9lRLB2J-tfRwOI4Qvi,Is the MIT CityCar project going to be implemented in 2030?,Innovation-Technology
u-ABH0LGCbG7-PSAXRqXeJ0,q-eh40MMiql5-th7allI38y,when will you provide better bus service?,Reliability
u-fZcf0zhwcN-IRXOWx4ecx,q-mNBOJ3OQpz-sJ53gUt2Gf,Will the service be better?,Governance and Decision-Making
u-ok0AaJqfow-riL3K9GTDN,q-BU2Ew95mPU-aJ1w8kVQ82,"How can we make the ""T"" more friendly to seniors?",Access
u-ZamxOmhudh-TmSPWNSmuK,q-RQzEUlsNPd-WVryfiTH6T,Why don't bike lanes have a protective barrier to separate them from the main road?,Safety
u-WbokLByPrg-JimPrpFGIA,q-HpfgA0gyQh-fPhINxsf0x,"Can we set-aside whole streets, or even just some lanes of streets, for exclusive use of buses during rush hours. This would give priority to bus users over car users. Most of the cars are only single-occupancy. This could apply to the Mass. Pike and Storrow, as well as to other heavily use bus routes.",Access
u-nCoPHcTzhb-Dat3nEqCzF,q-xJSRIyJyGw-D44vPhg9Na,Will the patriots continue to have their parades on wednesday after a blizzard?,Governance and Decision-Making
u-tHZVDYOLa4-VpxjcSsBME,q-wuhiS05chV-roVuHLnKvh,When will the schedules be accurate?  Is there a better GPS app?,Reliability
u-M8qI95s3pE-JD90j6A0OA,q-oahwkZ1sfT-5iZ6fRA7zW,Is there a transportation plan to extend late night train hours on the weeknights?,Reliability
u-wNpKHbRH8K-9LMqt5f9bM,q-A63jUwMNb6-8fbQ7xFesB,Will there be automatic cars?,Innovation-Technology
u-Cl5kspFI0J-luORfptFQL,q-uyq894sOAs-1msoU8BE2W,"Why doesn't Boston's city government push the MBTA more strongly to create a ""ring subway line"" that will connect all of the existing subway lines? This would make travel among many Boston neighborhoods much easier.",Access
u-CfXHJb3m2O-gWNs7YeTmZ,q-ypHBWhwadu-pnENfXyZv5,"As they increase in use, will bicycles need to be taxed to help offset the fewer taxes collected on cars?",Governance and Decision-Making
u-8EhztX8rIZ-SuIrkAbyJd,q-Igcs0rMUno-vNYqyurqyC,When will the city expand locations for parking motorcycles and other motorized 2-wheeled vehicles?,Access
u-MRxk6LGfhx-oluLScv0Fh,q-c8SBiRFxQ1-29GnJXzA7w,Will it be easier for people who are not familiar with the system?,Experiential Quality
u-teb98iKUgA-7UQ0v0DGkM,q-wc7FX1oMbN-AT9w0TyiIm,Will there be teleporters?,Innovation-Technology
u-6UMx7sFPP5-njEw52h6ma,q-BqdfeiKZ9V-aQEh5n64NI,Why can't I run through the tunnel?,Health
u-NtXflM8a12-b0qZqaIsza,q-qL7rZs2lKO-pjFOMM7FBm,Why does transportation suck?,Reliability
u-9sjfp9bsep-RmQfoqZuTf,q-7mcDgkGVls-mklF0eE954,More reliable service on the MBTA.,Reliability
u-sf9RfXPn9e-9RwujO68WT,q-IrOxNtU6Dj-ih5AGxih8R,How quickly will Boston achieve a fossil fuel-free transportation system (including personal cars)?,Sustainability-Climate
u-LPXY1hOjVT-iN8pT18hKX,q-cWXxapAlcf-4dvtj6XoA6,Why do some buses run on hour schedules?,Reliability
u-TY6kbawvLN-3T55mezLwx,q-SuZTvBDJPd-ZTE5LZ3OOf,Will the buses and trains run after 2 am?,Reliability
u-BcsGVMjaj7-ryD1M2XmBc,q-OOWgWjzKC2-EUDKKz23SZ,Will we ever get rail above or below Mass Ave. from Dorchester to Arlington?,Access
u-e1pIeoHgP2-u382HwFayk,q-uQAQd5ApwZ-b9183DO4qd,Will you consider separate lanes for buses?,Access
u-bXSSjO5m1X-jkWqsQy6gK,q-qgbiWf4edz-kkt4UhdAuZ,Can we make sure transportation is safer? How can the city let drivers know roads are closed because of construction?,Safety
u-39fKqR7hrD-CSZZWcmLBl,q-AGeRAS2jK8-z447IMgPYD,"Is it possible to have 24 hour service in the major train/bus stations? Train- Downtown, Mass ave, Forest Hills. Bus- #1, #44, #22, #28.",Reliability
u-c0Q3EpN5B4-tVBj92nnbV,q-DVqADlPoyB-B8YcZ0VfcN,"What is the likelihood of 24 hour transportation service with safety, affordibility and professionalism?",Affordability
u-alqjyLOsbl-cXxtqw7QXF,q-ri94hBqeVO-3IBTj09iry,"Is there a more efficient way to allow Green Line passengers to pay their fare before boarding the train above ground?  For example, have a pay station on the street.  ",Reliability
u-1WU8seICXV-NuoSptBHK9,q-ERhNlHkIwD-dmC9kD2M19,"Is there a plan to have the T extended to other areas of Boston, such as Roxbury and Hyde Park?",Access
u-FVsJSa6b0W-bAj3JXApxG,q-N5IEDdInQM-k6XuUHivks,They need to make the buses more frequent because some buses you have to wait half an hour or the bus will shut down early.,Reliability
u-dL8PtOCBxm-qFXgTWwA3k,q-RwhDFEuByp-1iffNcPxyi,Why is there no weekend service on the 19 bus route?,Reliability
u-ODLMIdn4Sv-xH9vnsDd0S,q-VeDmc8spUJ-DJkbfRAXba,How is the road going to feed the grid?,Innovation-Technology
u-RXSNEqMWVx-b9wVxqU8OQ,q-BH4ff8V4Jd-dPIJdKeJRQ,Why can't we adopt the kind of snow removal practices that are used in Canada and Russia?,Governance and Decision-Making
u-nzTMjbzkRw-ayCAFuHDQV,q-vnR9WJZkVq-6zpkQEysXN,Can we imagine new bus and subway routes that make circles around the city in addition to the routes that funnel in towards the hub?,Access
u-7XurdSUyCq-eXusLjAH4p,q-PVW9zUMD60-pEEIxwMiMv,"Will there ever be a revamp/extension of reliable systems like high speed trains and such (subways, not like the Green Line)?  This includes ripping out old services and expanding services.",Reliability
u-JtDbWONYlq-PMFiVTHjFB,q-uDiEtAGpBn-xBKnoEx8lI,MT @Bona62660699: @GoBoston2030 Can we have a partnership between Worcester & Boston? ... We should get a bullet train Boston-Worcester.,Access
u-ONanWAngdC-fkRNU5R0pr,q-IFpyP9cgDU-EqpBlPq4DK,Will Boston have a new bus system?,Governance and Decision-Making
u-mdaMJfwiIu-ODB6u8dazM,q-862bDvzyiG-NCiYw6GnzA,Why is the train so expensive?,Affordability
u-zdVzwLe7RI-S2gX1wOJbQ,q-Bx9V32XKHx-B3IUdCL6Zd,can people be fined for gate jumping to help funding?,Governance and Decision-Making
u-9Nu2lspZjR-C821tc5bNQ,q-DsQcDDQZi2-LHJ30W3J6y,When will there be a safe way to bike around the Common and Public Garden?,Access
u-C3GopUVoZt-mPzimCZX0Z,q-b7iv9PCC1P-ggKFXEWujR,We could use a T station in Charlestown?,Access
u-s48ICZ30g1-rCQn9A1uRU,q-kI9V8wDuT7-iTDwBDMYzO,Can we have a Disneyland-style monorail from North Station to South Station?,Access
u-aZRSfAdCtX-5vLaE0p4SU,q-MV3fjD7uTR-ZVOq6fNWuE,@NotifyBoston @GoBoston2030 is hover conversions available yet?,Innovation-Technology
u-EBIUsORFhD-LcnqssNpIm,q-O1c3ytbrDN-laLrx0yTCP,Why are cars not more cool and why are buses so small?,Experiential Quality
u-pkuWX2azkY-sbSkHl4PzL,q-xDwUbCZR6Z-rnyKMphxQY,"Is each station going to be renovated?  If so, how will that affect the commute for everyone?",Experiential Quality
u-vvmp4O8ioK-1THVnaqQKn,q-iI0uAknM6F-1inB9X1lSc,"In the future, everyone should get a bigger T-bus.  ",Access
u-FMS6M4JdWE-uZjYa1PxNe,q-Dc1mjtgN71-emLov4zbTE,Will the MBTA bring back the #48 Jamaica Plain loop bus that used to pass by 125 Amory Street?,Access
u-8m01HNWz5H-CuuvgnQcjy,q-al9j9Yo7ue-n4AgQTSm9N,When will Boston institute a Vision Zero initiative?,Safety
u-XLtyPYhSJG-VQ1wuP6v7Q,q-NzEzWptx8C-sCWkDemZ4L,What can be done to reduce crowded buses like the #111?,Experiential Quality
u-Ec0DyACEF1-4AgZBs4gDl,q-5D20LZva6K-gSJYKRmtdn,What is being done about lowering the fares for everyone?,Affordability
u-qNwMHdA4Nc-7BZmD83PuT,q-s8MvD3nWz4-XKiojHT8iW,When will the function/dependability of the green line be improved?,Reliability
u-Np1ZlaUwLD-pYr1TS3Igk,q-vcelay18l5-3TukNp3GnB,"With the MBTA leader, Beverly Scott, leaving what does the City of Boston and MBTA have planned to improve the train systems?",Governance and Decision-Making
u-DKMPBwoKbJ-iwysMEucJH,q-pjabFkFevC-Hc35cFDXpv,Can the exisiting infrastructure handle increased ridership?,Reliability
u-sStKX08wTr-XNU89pJFsu,q-dazyUWrqms-BR9famC94N,Can buses travel more frequently?,Reliability
u-9RkKtnHCYA-hn7FD27GAv,q-t6F7hg0fZh-57PgSkRu8T,Why is it that some buses have a route number but end up going a different route?,Reliability
u-tk2zsfhxIE-hyO5a2JrHh,q-IS2rTGp6Ch-DzgEKkY8Ba,How do we encourage tourism via transportation?,Miscellaneous
u-m6B47rerqM-wkFgBuXM2G,q-Hsb7fjpaWw-jTdkFUVNFi,What is Boston doing to improve the Mattapan Trolley system? They are so old and they take forever.,Reliability
u-kLX2cSplWc-kzrV61YEH2,q-YBsUB3HvLM-SRSHoLbNdL,How will public transportation be prepared for global warming and rising water levels? http://t.co/jxtBAzbo3B via @GoBoston2030,Sustainability-Climate
u-8uGKmijthU-ANTyB1ftLe,q-Rb7L3hFICw-DOGTqMT21n,How will people be able to control the energy our transportation will be using?,Innovation-Technology
u-V8OTaKUioQ-261IjGRztq,q-OUw7dxUGab-vGmZbUREC8,Why isn't clearing bus stops given the same priority as clearing streets after a snowstorm?,Experiential Quality
u-q0YdGlaX2n-kYGy7yxQMx,q-ELH0PJb7Vm-qtMe5HoSWR,Will buses/trains ever run past 2 am? Trains/buses run 24/7 in other cities.,Governance and Decision-Making
u-ekQhVQ4yYi-mx3Ad4hBx2,q-T90RhHAMo0-b4uyKYNUeH,How are we going to increase the density of Boston with our aging infrastructure?,Resiliency
u-XdiDA8shXr-UB12NE58wu,q-byrgT3JOHP-Jvybqx26oL,How will public transport be faster?  The T and buses are just too slow.  Will we have trams?,Reliability
u-8ytfhvg0oL-IgI8uAYG26,q-6OgliMwAak-h0BPs1K6oY,Will the MBTA buses be on time more?,Reliability
u-t5Zw8pSEZc-yrwznkCYTD,q-249MgfTC7n-8Isxpeae06,How can the plan diversify the use of our parallel parking spaces?,Innovation-Technology
u-N35MrZvl0d-2ziBBd8BUw,q-4mPf0565Ik-3ketxzTtbs,Will it be possible for someone from West Roxbury to take public transit and get downtown in under an hour on typical routes? Under 30 minutes?,Access
